living_area_sqm,asking_price_sek,typology
209.0,6595000.0,HOUSE
39.0,1875000.0,APARTMENT
36.0,750000.0,APARTMENT
282.0,3195000.0,HOUSE
35.0,1760000.0,APARTMENT
84.0,8090000.0,APARTMENT
206.0,875000.0,HOUSE
99.0,2895000.0,APARTMENT
93.0,6995000.0,APARTMENT
81.5,2395000.0,APARTMENT
242.0,2495000.0,HOUSE
346.0,2995000.0,HOUSE
95.0,5590000.0,APARTMENT
110.0,4995000.0,ROW_HOUSE
258.0,7395000.0,HOUSE
155.0,5950000.0,APARTMENT
89.0,2495000.0,APARTMENT
54.2,1895000.0,APARTMENT
170.0,2495000.0,HOUSE
98.0,3750000.0,APARTMENT
96.0,4495000.0,HOUSE
62.0,3695000.0,APARTMENT
66.0,2495000.0,APARTMENT
82.0,3295000.0,APARTMENT
98.0,2395000.0,APARTMENT
100.0,4195000.0,APARTMENT
118.0,1695000.0,HOUSE
155.0,3250000.0,HOUSE
63.0,795000.0,APARTMENT
70.0,2100000.0,APARTMENT
72.0,1850000.0,APARTMENT
83.5,2250000.0,APARTMENT
77.0,6950000.0,APARTMENT
24.0,1590000.0,APARTMENT
138.0,4250000.0,ROW_HOUSE
43.0,1895000.0,APARTMENT
72.0,6750000.0,APARTMENT
59.0,2690000.0,APARTMENT
105.0,490000.0,HOUSE
65.5,1295000.0,APARTMENT
52.0,3995000.0,APARTMENT
92.3,4995000.0,APARTMENT
318.0,6495000.0,HOUSE
48.0,2350000.0,APARTMENT
57.0,1795000.0,APARTMENT
23.0,2595000.0,APARTMENT
84.5,1495000.0,APARTMENT
77.5,1100000.0,APARTMENT
112.6,3475000.0,ROW_HOUSE
52.5,2295000.0,APARTMENT
31.2,1550000.0,APARTMENT
92.0,2695000.0,APARTMENT
36.0,1895000.0,APARTMENT
74.0,1995000.0,APARTMENT
66.0,2995000.0,APARTMENT
95.5,2895000.0,APARTMENT
79.0,4760000.0,APARTMENT
42.9,595000.0,APARTMENT
76.5,1495000.0,APARTMENT
98.0,4695000.0,APARTMENT
61.5,2290000.0,APARTMENT
48.8,1350000.0,APARTMENT
190.0,8995000.0,HOUSE
43.0,1195000.0,APARTMENT
19.0,645000.0,APARTMENT
154.0,1995000.0,APARTMENT
145.9,7200000.0,HOUSE
53.5,1795000.0,APARTMENT
115.0,2750000.0,HOUSE
58.5,1895000.0,APARTMENT
111.0,4495000.0,APARTMENT
224.0,500000.0,HOUSE
156.0,1995000.0,HOUSE
90.0,1400000.0,HOUSE
106.2,1375000.0,ROW_HOUSE
77.0,7895000.0,APARTMENT
51.0,2550000.0,APARTMENT
100.0,6495000.0,APARTMENT
153.0,5895000.0,HOUSE
56.6,1495000.0,APARTMENT
51.0,1895000.0,APARTMENT
42.5,1095000.0,APARTMENT
84.5,1900000.0,APARTMENT
23.0,1350000.0,APARTMENT
84.0,1295000.0,APARTMENT
125.0,4995000.0,HOUSE
148.0,1795000.0,HOUSE
81.0,4695000.0,APARTMENT
55.0,3750000.0,APARTMENT
43.0,1250000.0,APARTMENT
48.0,3350000.0,APARTMENT
57.5,2195000.0,APARTMENT
60.0,1295000.0,APARTMENT
69.0,3500000.0,APARTMENT
120.0,4950000.0,ROW_HOUSE
88.0,5895000.0,HOUSE
62.0,2695000.0,APARTMENT
101.0,1450000.0,HOUSE
48.0,4795000.0,APARTMENT
90.0,1990000.0,ROW_HOUSE
143.0,8295000.0,HOUSE
28.0,895000.0,APARTMENT
52.0,1095000.0,APARTMENT
93.0,3998000.0,APARTMENT
296.0,4590000.0,HOUSE
161.0,2395000.0,HOUSE
180.0,1290000.0,HOUSE
215.0,2200000.0,HOUSE
41.0,2650000.0,APARTMENT
67.9,2495000.0,APARTMENT
258.0,5795000.0,HOUSE
55.0,1750000.0,APARTMENT
57.0,2195000.0,APARTMENT
124.3,3960000.0,ROW_HOUSE
35.0,1290000.0,APARTMENT
52.0,895000.0,APARTMENT
41.0,2095000.0,APARTMENT
44.0,1290000.0,APARTMENT
45.0,1195000.0,APARTMENT
230.0,2895000.0,HOUSE
78.5,850000.0,APARTMENT
206.0,1650000.0,HOUSE
126.0,2346000.0,APARTMENT
31.5,1395000.0,APARTMENT
250.0,1895000.0,HOUSE
70.0,1695000.0,APARTMENT
106.0,4250000.0,APARTMENT
79.0,4495000.0,APARTMENT
176.0,9995000.0,HOUSE
74.0,2595000.0,APARTMENT
37.0,1495000.0,APARTMENT
66.0,3750000.0,APARTMENT
70.2,2075000.0,APARTMENT
123.0,4695000.0,HOUSE
69.0,950000.0,APARTMENT
180.0,1280000.0,HOUSE
81.9,1795000.0,APARTMENT
55.0,2295000.0,APARTMENT
126.0,7490000.0,HOUSE
36.0,2995000.0,APARTMENT
142.0,1600000.0,HOUSE
31.0,1650000.0,APARTMENT
183.0,2795000.0,HOUSE
80.0,2200000.0,APARTMENT
46.5,845000.0,APARTMENT
64.0,1750000.0,APARTMENT
54.0,550000.0,APARTMENT
235.0,3395000.0,HOUSE
41.4,2180000.0,APARTMENT
49.5,2795000.0,APARTMENT
100.0,895000.0,HOUSE
43.0,2695000.0,APARTMENT
48.0,1995000.0,APARTMENT
80.0,850000.0,APARTMENT
42.0,1550000.0,APARTMENT
75.6,1200000.0,APARTMENT
89.0,2495000.0,APARTMENT
95.0,4995000.0,APARTMENT
64.0,3195000.0,APARTMENT
111.5,2350000.0,APARTMENT
30.0,3150000.0,APARTMENT
80.0,975000.0,APARTMENT
232.0,3495000.0,HOUSE
168.0,3695000.0,HOUSE
35.0,1650000.0,APARTMENT
78.0,2850000.0,APARTMENT
78.0,1995000.0,HOUSE
161.0,3295000.0,HOUSE
65.0,9600000.0,APARTMENT
33.0,3650000.0,APARTMENT
82.0,2995000.0,APARTMENT
179.0,7795000.0,HOUSE
69.5,2095000.0,APARTMENT
155.5,2895000.0,ROW_HOUSE
118.0,3695000.0,APARTMENT
43.1,1100000.0,APARTMENT
212.0,5495000.0,HOUSE
181.0,2395000.0,APARTMENT
75.3,3895000.0,APARTMENT
149.0,4375000.0,HOUSE
82.0,3790000.0,ROW_HOUSE
50.0,1695000.0,APARTMENT
39.5,449000.0,APARTMENT
89.0,3895000.0,APARTMENT
81.0,1795000.0,APARTMENT
55.0,2550000.0,APARTMENT
123.6,5550000.0,HOUSE
55.0,3175000.0,APARTMENT
45.5,850000.0,APARTMENT
131.0,4800000.0,APARTMENT
38.0,1995000.0,APARTMENT
100.0,3695000.0,APARTMENT
112.0,1895000.0,HOUSE
134.0,1295000.0,APARTMENT
57.5,1495000.0,APARTMENT
122.0,1500000.0,HOUSE
56.0,4495000.0,APARTMENT
273.0,2795000.0,HOUSE
153.5,2995000.0,APARTMENT
132.0,3695000.0,APARTMENT
70.0,995000.0,APARTMENT
70.0,850000.0,APARTMENT
50.5,2895000.0,APARTMENT
50.0,2390000.0,APARTMENT
199.0,4250000.0,HOUSE
218.0,5595000.0,HOUSE
238.0,2295000.0,HOUSE
169.0,5295000.0,HOUSE
76.0,8500000.0,APARTMENT
101.3,3350000.0,APARTMENT
78.0,2995000.0,APARTMENT
129.0,4495000.0,HOUSE
47.5,1395000.0,APARTMENT
84.0,2395000.0,APARTMENT
53.5,1990000.0,APARTMENT
145.0,1690000.0,HOUSE
42.0,1890000.0,APARTMENT
52.0,2375000.0,APARTMENT
56.0,795000.0,APARTMENT
32.0,1296000.0,APARTMENT
82.0,4395000.0,APARTMENT
212.0,5995000.0,HOUSE
62.0,2995000.0,APARTMENT
149.0,4995000.0,HOUSE
134.0,795000.0,HOUSE
54.0,2595000.0,APARTMENT
21.2,995000.0,APARTMENT
125.0,975000.0,APARTMENT
107.0,3095000.0,APARTMENT
225.0,6000000.0,HOUSE
67.0,2495000.0,APARTMENT
129.0,6895000.0,APARTMENT
180.0,1350000.0,HOUSE
86.0,2150000.0,APARTMENT
30.5,350000.0,APARTMENT
216.0,795000.0,HOUSE
63.3,1475000.0,APARTMENT
111.0,7250000.0,APARTMENT
70.0,2295000.0,APARTMENT
64.5,1995000.0,APARTMENT
86.0,4195000.0,APARTMENT
61.0,1850000.0,APARTMENT
106.5,1285000.0,APARTMENT
154.0,2995000.0,ROW_HOUSE
110.0,3595000.0,APARTMENT
40.0,1875000.0,APARTMENT
112.0,2795000.0,APARTMENT
73.0,2195000.0,APARTMENT
74.0,2795000.0,APARTMENT
28.0,1395000.0,APARTMENT
31.0,875000.0,APARTMENT
121.0,4295000.0,HOUSE
46.0,1290000.0,APARTMENT
63.5,1095000.0,APARTMENT
72.0,1360000.0,APARTMENT
132.0,3295000.0,ROW_HOUSE
189.0,6495000.0,HOUSE
135.0,4995000.0,HOUSE
95.0,2495000.0,APARTMENT
111.0,2085000.0,HOUSE
60.8,1795000.0,APARTMENT
52.0,1595000.0,APARTMENT
35.0,2175000.0,APARTMENT
73.5,1245000.0,APARTMENT
210.0,2795000.0,HOUSE
95.5,1695000.0,APARTMENT
37.5,3550000.0,APARTMENT
250.0,3395000.0,HOUSE
109.0,6495000.0,APARTMENT
89.0,2195000.0,APARTMENT
151.5,4995000.0,ROW_HOUSE
104.0,3395000.0,APARTMENT
60.0,2695000.0,APARTMENT
45.0,650000.0,APARTMENT
41.0,1195000.0,APARTMENT
105.0,1800000.0,APARTMENT
55.0,2895000.0,APARTMENT
95.0,3795000.0,APARTMENT
57.0,1795000.0,APARTMENT
60.0,1995000.0,APARTMENT
136.0,9995000.0,ROW_HOUSE
34.0,1995000.0,APARTMENT
67.5,2395000.0,APARTMENT
79.5,1850000.0,APARTMENT
97.0,4995000.0,APARTMENT
82.5,1250000.0,APARTMENT
86.0,9495000.0,APARTMENT
39.5,1395000.0,APARTMENT
80.0,995000.0,APARTMENT
54.0,1795000.0,APARTMENT
88.0,5995000.0,APARTMENT
104.0,5195000.0,ROW_HOUSE
77.5,1550000.0,APARTMENT
180.0,2200000.0,HOUSE
99.0,3490000.0,ROW_HOUSE
250.0,3500000.0,HOUSE
166.0,4695000.0,HOUSE
151.0,3495000.0,HOUSE
80.0,2495000.0,HOUSE
157.0,1990000.0,HOUSE
210.0,6995000.0,HOUSE
59.0,1495000.0,APARTMENT
76.0,200000.0,HOUSE
72.0,1995000.0,APARTMENT
125.0,2995000.0,APARTMENT
66.0,230000.0,APARTMENT
70.0,3295000.0,APARTMENT
326.0,5750000.0,HOUSE
163.0,3500000.0,HOUSE
45.0,1595000.0,APARTMENT
62.0,1860000.0,APARTMENT
66.5,695000.0,APARTMENT
96.3,3550000.0,APARTMENT
34.0,895000.0,APARTMENT
44.5,850000.0,APARTMENT
126.0,600000.0,HOUSE
55.5,1795000.0,APARTMENT
73.0,1895000.0,APARTMENT
35.0,2395000.0,APARTMENT
150.0,4995000.0,ROW_HOUSE
97.0,3000000.0,APARTMENT
26.0,1925000.0,APARTMENT
71.0,1650000.0,APARTMENT
206.0,1095000.0,HOUSE
78.0,2395000.0,APARTMENT
30.0,820000.0,APARTMENT
59.5,1100000.0,APARTMENT
90.0,2700000.0,APARTMENT
72.0,2895000.0,APARTMENT
182.0,7495000.0,HOUSE
98.0,5745000.0,APARTMENT
156.0,1995000.0,HOUSE
62.0,3995000.0,APARTMENT
74.9,995000.0,APARTMENT
206.0,1250000.0,HOUSE
81.0,3695000.0,APARTMENT
39.0,1690000.0,APARTMENT
57.0,1695000.0,APARTMENT
93.0,300000.0,HOUSE
95.0,4795000.0,APARTMENT
42.0,1745000.0,APARTMENT
79.5,1750000.0,APARTMENT
42.0,1795000.0,APARTMENT
143.0,2700000.0,HOUSE
65.5,2695000.0,APARTMENT
84.0,6250000.0,APARTMENT
87.0,4295000.0,APARTMENT
263.0,1250000.0,HOUSE
73.0,1895000.0,APARTMENT
120.0,3995000.0,ROW_HOUSE
57.0,1795000.0,APARTMENT
80.0,4350000.0,APARTMENT
69.9,1300000.0,APARTMENT
71.5,1695000.0,APARTMENT
80.0,2775000.0,APARTMENT
96.5,2750000.0,APARTMENT
116.0,995000.0,HOUSE
81.0,2995000.0,APARTMENT
79.0,1995000.0,APARTMENT
117.0,6500000.0,APARTMENT
79.0,1945000.0,APARTMENT
75.0,9750000.0,APARTMENT
115.0,2495000.0,APARTMENT
81.0,2895000.0,APARTMENT
225.0,3295000.0,HOUSE
182.0,3750000.0,HOUSE
47.0,1850000.0,APARTMENT
172.0,4200000.0,HOUSE
27.0,1695000.0,APARTMENT
202.0,2700000.0,HOUSE
39.0,2295000.0,APARTMENT
187.0,2695000.0,HOUSE
64.0,1250000.0,APARTMENT
99.0,1395000.0,HOUSE
185.0,3495000.0,HOUSE
59.0,1795000.0,APARTMENT
127.0,3895000.0,ROW_HOUSE
76.3,1650000.0,APARTMENT
54.5,1775000.0,APARTMENT
51.5,495000.0,APARTMENT
39.0,3195000.0,APARTMENT
115.0,3895000.0,HOUSE
45.0,2250000.0,APARTMENT
121.0,2795000.0,APARTMENT
83.0,3295000.0,APARTMENT
82.0,1195000.0,APARTMENT
191.0,3295000.0,HOUSE
209.0,1450000.0,HOUSE
117.0,3395000.0,ROW_HOUSE
270.0,6900000.0,HOUSE
122.0,4495000.0,HOUSE
29.0,1950000.0,APARTMENT
55.0,2275000.0,APARTMENT
170.0,4495000.0,HOUSE
47.5,1395000.0,APARTMENT
127.0,1995000.0,HOUSE
78.0,1250000.0,APARTMENT
157.0,5300000.0,HOUSE
55.0,375000.0,APARTMENT
46.0,2545000.0,APARTMENT
58.5,1895000.0,APARTMENT
85.0,2195000.0,APARTMENT
88.0,3595000.0,APARTMENT
124.0,5375000.0,APARTMENT
210.0,2995000.0,HOUSE
64.0,3495000.0,APARTMENT
76.5,1495000.0,APARTMENT
82.0,1385000.0,APARTMENT
35.0,1995000.0,APARTMENT
55.0,2695000.0,APARTMENT
133.0,4345000.0,APARTMENT
133.0,2595000.0,HOUSE
46.5,995000.0,APARTMENT
78.0,1375000.0,HOUSE
61.0,1795000.0,APARTMENT
124.0,4995000.0,HOUSE
53.7,1275000.0,APARTMENT
85.0,5350000.0,APARTMENT
70.7,4295000.0,APARTMENT
77.8,2995000.0,APARTMENT
52.5,1295000.0,APARTMENT
55.0,1550000.0,APARTMENT
73.0,4095000.0,APARTMENT
55.0,2600000.0,APARTMENT
99.0,2395000.0,APARTMENT
81.0,2595000.0,APARTMENT
35.4,1295000.0,APARTMENT
54.0,1095000.0,APARTMENT
64.9,1995000.0,APARTMENT
41.0,1300000.0,APARTMENT
132.0,3250000.0,HOUSE
158.0,1395000.0,HOUSE
315.0,4495000.0,HOUSE
41.0,1350000.0,APARTMENT
64.5,1550000.0,APARTMENT
81.0,2150000.0,APARTMENT
114.0,2795000.0,APARTMENT
172.0,895000.0,HOUSE
95.0,5250000.0,APARTMENT
68.0,1950000.0,APARTMENT
50.0,2595000.0,APARTMENT
46.0,2795000.0,APARTMENT
43.9,2450000.0,APARTMENT
138.0,4195000.0,HOUSE
50.5,2400000.0,APARTMENT
73.5,1995000.0,APARTMENT
71.0,2495000.0,APARTMENT
99.0,3195000.0,APARTMENT
38.0,1295000.0,APARTMENT
100.0,2995000.0,APARTMENT
37.7,1895000.0,APARTMENT
75.0,2695000.0,APARTMENT
108.0,2795000.0,ROW_HOUSE
155.0,2950000.0,HOUSE
66.5,1395000.0,APARTMENT
108.0,2575000.0,ROW_HOUSE
100.0,3990000.0,APARTMENT
52.0,2095000.0,APARTMENT
72.0,4475000.0,APARTMENT
35.0,2650000.0,APARTMENT
139.0,6495000.0,HOUSE
42.0,2995000.0,APARTMENT
164.0,1525000.0,HOUSE
52.0,3895000.0,APARTMENT
43.0,4495000.0,APARTMENT
183.0,4495000.0,HOUSE
180.0,1595000.0,HOUSE
114.4,2495000.0,ROW_HOUSE
314.0,2595000.0,HOUSE
164.0,1990000.0,APARTMENT
62.0,2595000.0,APARTMENT
35.0,2980000.0,APARTMENT
30.0,2995000.0,APARTMENT
189.0,3995000.0,ROW_HOUSE
120.0,1550000.0,HOUSE
69.0,1195000.0,APARTMENT
53.5,1495000.0,APARTMENT
39.0,2295000.0,APARTMENT
40.0,475000.0,APARTMENT
76.0,1995000.0,APARTMENT
41.0,2195000.0,APARTMENT
36.0,995000.0,APARTMENT
71.0,3475000.0,APARTMENT
180.0,1995000.0,HOUSE
55.0,2590000.0,APARTMENT
29.0,1995000.0,APARTMENT
116.0,2350000.0,HOUSE
140.0,9000000.0,HOUSE
35.0,350000.0,APARTMENT
79.0,2950000.0,APARTMENT
58.0,1495000.0,APARTMENT
70.0,875000.0,HOUSE
93.5,5695000.0,APARTMENT
38.2,1995000.0,APARTMENT
60.0,1095000.0,APARTMENT
228.0,5795000.0,HOUSE
66.0,1575000.0,APARTMENT
40.0,1295000.0,APARTMENT
153.5,7000000.0,APARTMENT
56.5,1100000.0,APARTMENT
135.0,3495000.0,HOUSE
78.0,2195000.0,APARTMENT
28.0,925000.0,APARTMENT
80.0,4800000.0,APARTMENT
52.0,3495000.0,APARTMENT
59.0,995000.0,APARTMENT
88.6,2650000.0,APARTMENT
44.0,3795000.0,APARTMENT
177.0,5595000.0,HOUSE
92.0,3495000.0,APARTMENT
69.0,1750000.0,APARTMENT
116.0,3995000.0,ROW_HOUSE
285.0,1295000.0,HOUSE
75.0,2200000.0,APARTMENT
74.0,3595000.0,APARTMENT
67.0,2250000.0,APARTMENT
84.0,5995000.0,APARTMENT
43.0,2795000.0,APARTMENT
54.0,1395000.0,APARTMENT
223.0,4395000.0,ROW_HOUSE
115.0,2900000.0,ROW_HOUSE
65.5,1295000.0,APARTMENT
113.5,3495000.0,APARTMENT
86.5,3095000.0,APARTMENT
207.0,5995000.0,HOUSE
53.0,1895000.0,APARTMENT
49.0,2450000.0,APARTMENT
84.0,2850000.0,APARTMENT
96.0,5995000.0,APARTMENT
145.0,3695000.0,HOUSE
54.0,725000.0,APARTMENT
229.0,3700000.0,HOUSE
189.0,1750000.0,HOUSE
245.0,4450000.0,HOUSE
153.0,1100000.0,HOUSE
63.0,2995000.0,APARTMENT
79.0,2995000.0,APARTMENT
63.0,700000.0,APARTMENT
89.0,2350000.0,APARTMENT
54.5,3495000.0,APARTMENT
53.0,3295000.0,APARTMENT
63.0,2975000.0,APARTMENT
36.0,1395000.0,APARTMENT
57.0,2995000.0,APARTMENT
42.0,3950000.0,APARTMENT
200.0,4995000.0,HOUSE
50.5,1795000.0,APARTMENT
200.0,4500000.0,HOUSE
72.0,1595000.0,APARTMENT
70.0,4595000.0,APARTMENT
41.0,1450000.0,APARTMENT
50.0,1750000.0,APARTMENT
197.0,5995000.0,HOUSE
96.0,1350000.0,APARTMENT
103.0,4950000.0,APARTMENT
262.0,1950000.0,HOUSE
149.0,3495000.0,HOUSE
59.0,2395000.0,ROW_HOUSE
132.0,3100000.0,ROW_HOUSE
107.0,6050000.0,APARTMENT
215.0,3195000.0,HOUSE
250.0,9595000.0,HOUSE
238.0,4450000.0,HOUSE
105.0,3095000.0,APARTMENT
55.1,1825000.0,APARTMENT
214.0,1450000.0,HOUSE
75.0,1890000.0,APARTMENT
72.3,2850000.0,APARTMENT
75.0,2795000.0,APARTMENT
96.0,2295000.0,APARTMENT
62.0,2550000.0,APARTMENT
50.0,2195000.0,APARTMENT
63.0,1175000.0,APARTMENT
114.0,2795000.0,ROW_HOUSE
110.0,6995000.0,APARTMENT
49.5,1995000.0,APARTMENT
26.0,1350000.0,APARTMENT
160.0,2250000.0,HOUSE
88.0,3695000.0,APARTMENT
105.0,2200000.0,HOUSE
85.5,3295000.0,APARTMENT
208.0,2650000.0,HOUSE
72.0,3795000.0,APARTMENT
93.4,2495000.0,APARTMENT
86.0,1100000.0,HOUSE
36.0,2290000.0,APARTMENT
175.0,4295000.0,HOUSE
160.0,2750000.0,HOUSE
235.0,4995000.0,HOUSE
40.0,1450000.0,APARTMENT
82.4,2295000.0,APARTMENT
39.5,1495000.0,APARTMENT
52.0,1145000.0,APARTMENT
107.0,3950000.0,ROW_HOUSE
135.0,5195000.0,ROW_HOUSE
258.0,4500000.0,HOUSE
167.0,3895000.0,HOUSE
214.0,4795000.0,HOUSE
65.0,1625000.0,ROW_HOUSE
45.0,1695000.0,APARTMENT
64.0,1995000.0,APARTMENT
155.0,1995000.0,HOUSE
67.0,4495000.0,APARTMENT
37.0,225000.0,APARTMENT
113.0,395000.0,HOUSE
136.0,3150000.0,HOUSE
176.0,3795000.0,HOUSE
20.0,1095000.0,APARTMENT
114.0,4200000.0,APARTMENT
73.0,2750000.0,APARTMENT
55.0,3495000.0,APARTMENT
52.0,2290000.0,APARTMENT
61.0,2795000.0,APARTMENT
230.0,1450000.0,HOUSE
41.0,1895000.0,APARTMENT
118.0,1095000.0,APARTMENT
79.4,3895000.0,APARTMENT
123.0,4450000.0,HOUSE
112.0,2295000.0,ROW_HOUSE
28.5,895000.0,APARTMENT
80.0,1695000.0,APARTMENT
33.1,880000.0,APARTMENT
25.0,545000.0,APARTMENT
80.0,1195000.0,APARTMENT
36.0,1495000.0,APARTMENT
129.0,3695000.0,ROW_HOUSE
159.0,6295000.0,HOUSE
50.5,2895000.0,APARTMENT
75.0,1495000.0,APARTMENT
59.5,1600000.0,APARTMENT
23.0,1850000.0,APARTMENT
58.0,1800000.0,APARTMENT
144.0,795000.0,ROW_HOUSE
40.0,2595000.0,APARTMENT
55.0,2695000.0,APARTMENT
93.0,2300000.0,ROW_HOUSE
63.0,795000.0,APARTMENT
59.0,2350000.0,APARTMENT
153.0,2695000.0,HOUSE
39.0,1995000.0,APARTMENT
179.0,5295000.0,HOUSE
65.5,1450000.0,APARTMENT
149.0,4195000.0,ROW_HOUSE
169.0,895000.0,HOUSE
66.6,1200000.0,APARTMENT
234.0,7990000.0,HOUSE
134.0,3650000.0,ROW_HOUSE
139.0,1725000.0,HOUSE
61.0,565000.0,APARTMENT
234.0,8995000.0,HOUSE
194.0,2595000.0,HOUSE
91.0,2990000.0,APARTMENT
65.0,2995000.0,APARTMENT
37.0,1990000.0,APARTMENT
185.8,6495000.0,HOUSE
79.0,3900000.0,APARTMENT
64.0,1895000.0,APARTMENT
61.5,3995000.0,APARTMENT
148.0,5895000.0,HOUSE
75.0,650000.0,HOUSE
39.0,1095000.0,APARTMENT
86.0,4430000.0,APARTMENT
85.5,4295000.0,APARTMENT
132.0,750000.0,HOUSE
79.5,1595000.0,APARTMENT
110.0,3995000.0,ROW_HOUSE
55.0,1850000.0,APARTMENT
40.0,2395000.0,APARTMENT
104.0,2495000.0,ROW_HOUSE
53.5,1995000.0,APARTMENT
34.0,2790000.0,APARTMENT
128.0,3995000.0,APARTMENT
20.0,800000.0,APARTMENT
111.0,3495000.0,HOUSE
84.0,2695000.0,APARTMENT
39.0,1195000.0,APARTMENT
75.0,4195000.0,APARTMENT
44.5,1250000.0,APARTMENT
47.0,1350000.0,APARTMENT
34.0,1750000.0,APARTMENT
107.0,3780000.0,APARTMENT
81.0,3295000.0,APARTMENT
49.0,2195000.0,APARTMENT
103.0,2400000.0,APARTMENT
55.0,1380000.0,APARTMENT
248.0,2750000.0,HOUSE
36.0,795000.0,APARTMENT
56.0,795000.0,APARTMENT
72.0,1800000.0,APARTMENT
89.0,1150000.0,APARTMENT
93.0,4150000.0,APARTMENT
38.0,1795000.0,APARTMENT
53.0,1650000.0,APARTMENT
37.5,350000.0,APARTMENT
72.0,1275000.0,APARTMENT
200.0,3800000.0,HOUSE
158.0,4995000.0,HOUSE
59.0,2595000.0,APARTMENT
45.0,1795000.0,APARTMENT
95.0,2495000.0,ROW_HOUSE
57.0,3600000.0,APARTMENT
262.0,1595000.0,HOUSE
179.0,2495000.0,HOUSE
53.0,3450000.0,APARTMENT
180.0,1550000.0,APARTMENT
164.0,6995000.0,HOUSE
49.0,2095000.0,APARTMENT
92.5,3795000.0,APARTMENT
156.0,4995000.0,HOUSE
85.5,3450000.0,APARTMENT
223.0,4595000.0,HOUSE
60.0,1995000.0,APARTMENT
152.6,4650000.0,APARTMENT
42.0,2395000.0,APARTMENT
77.0,2050000.0,APARTMENT
90.9,2000000.0,APARTMENT
106.4,2495000.0,APARTMENT
110.0,3795000.0,ROW_HOUSE
80.0,2995000.0,APARTMENT
39.0,1995000.0,APARTMENT
49.0,775000.0,APARTMENT
95.5,3095000.0,APARTMENT
55.0,1050000.0,APARTMENT
42.5,1695000.0,APARTMENT
80.0,1995000.0,APARTMENT
49.0,6700000.0,APARTMENT
108.0,4495000.0,APARTMENT
83.0,6995000.0,APARTMENT
52.5,1375000.0,APARTMENT
69.0,2295000.0,APARTMENT
84.5,2995000.0,APARTMENT
46.0,1995000.0,APARTMENT
80.0,2095000.0,APARTMENT
152.0,6500000.0,HOUSE
111.0,2450000.0,APARTMENT
95.0,7645000.0,APARTMENT
81.0,2295000.0,APARTMENT
77.0,1495000.0,APARTMENT
156.0,3595000.0,HOUSE
24.0,2050000.0,APARTMENT
52.0,745000.0,APARTMENT
68.8,3250000.0,APARTMENT
61.5,295000.0,APARTMENT
27.0,795000.0,APARTMENT
61.4,1195000.0,APARTMENT
154.0,1700000.0,ROW_HOUSE
37.5,1450000.0,APARTMENT
54.3,2450000.0,APARTMENT
56.4,2876560.0,HOUSE
62.0,395000.0,APARTMENT
85.0,5840000.0,APARTMENT
76.0,1950000.0,HOUSE
150.0,1950000.0,HOUSE
70.5,2495000.0,APARTMENT
67.5,3985000.0,APARTMENT
40.5,2350000.0,APARTMENT
96.0,2950000.0,APARTMENT
34.0,1795000.0,APARTMENT
63.0,2850000.0,APARTMENT
125.0,6295000.0,ROW_HOUSE
66.0,1885000.0,APARTMENT
77.0,2195000.0,APARTMENT
54.0,1145000.0,APARTMENT
53.0,2995000.0,APARTMENT
55.0,2395000.0,APARTMENT
71.0,2995000.0,APARTMENT
74.0,1795000.0,APARTMENT
240.0,9950000.0,HOUSE
93.5,1095000.0,APARTMENT
172.0,6995000.0,HOUSE
115.4,2490000.0,APARTMENT
64.0,2850000.0,APARTMENT
57.0,1895000.0,APARTMENT
156.0,4995000.0,HOUSE
67.5,995000.0,APARTMENT
53.0,2950000.0,APARTMENT
105.0,2650000.0,APARTMENT
152.0,4295000.0,ROW_HOUSE
66.0,2745000.0,APARTMENT
58.5,100000.0,APARTMENT
32.0,850000.0,APARTMENT
61.5,1995000.0,APARTMENT
83.0,4150000.0,ROW_HOUSE
58.0,1095000.0,APARTMENT
78.9,1595000.0,APARTMENT
54.5,1595000.0,APARTMENT
60.0,3995000.0,APARTMENT
103.0,3795000.0,APARTMENT
25.5,1395000.0,APARTMENT
130.0,3875000.0,HOUSE
282.0,3775000.0,HOUSE
69.8,1995000.0,APARTMENT
148.0,3395000.0,HOUSE
45.0,2350000.0,APARTMENT
40.0,2350000.0,APARTMENT
60.0,1695000.0,APARTMENT
26.0,995000.0,APARTMENT
155.0,6195000.0,HOUSE
72.0,1295000.0,APARTMENT
99.0,2200000.0,ROW_HOUSE
75.5,2595000.0,APARTMENT
25.0,1795000.0,APARTMENT
92.0,3295000.0,APARTMENT
38.5,495000.0,APARTMENT
173.0,2190000.0,HOUSE
70.0,1995000.0,APARTMENT
75.0,1950000.0,HOUSE
109.0,2100000.0,ROW_HOUSE
81.5,1895000.0,APARTMENT
55.0,2950000.0,APARTMENT
124.0,6500000.0,APARTMENT
97.0,8500000.0,APARTMENT
81.0,1595000.0,HOUSE
55.0,1995000.0,APARTMENT
74.0,2895000.0,APARTMENT
53.0,2250000.0,APARTMENT
66.0,6275000.0,APARTMENT
59.0,1095000.0,APARTMENT
146.0,2495000.0,HOUSE
39.0,3145000.0,APARTMENT
76.0,1195000.0,APARTMENT
82.0,3900000.0,ROW_HOUSE
32.0,1799000.0,APARTMENT
64.0,2395000.0,APARTMENT
59.0,2195000.0,APARTMENT
44.0,3695000.0,APARTMENT
94.0,6650000.0,APARTMENT
108.5,1995000.0,APARTMENT
55.5,1495000.0,APARTMENT
